combo,combo_size,games_together,total_combined_minutes,combined_points_per_36,combined_fg3a_per_36,combined_fg3_pct,combined_rebounds_per_36,combined_assists_per_turnover,average_plus_minus,combined_turnovers_per_36,combined_efg_pct,okc_bench_survival_score,sas_spacing_rebounding_score
Jalen Brunson / Trey Jemison III,2,3,134.0,19.880597014925375,6.17910447761194,0.21739130434782608,5.641791044776119,2.25,6.666666666666667,2.1492537313432836,0.4344262295081967,,
OG Anunoby / Trey Jemison III,2,3,134.0,17.19402985074627,5.91044776119403,0.4090909090909091,8.865671641791044,0.6363636363636364,10.666666666666666,2.955223880597015,0.5888888888888889,,
Mikal Bridges / Trey Jemison III,2,3,131.0,18.137404580152673,4.396946564885496,0.5,7.145038167938932,3.6,10.333333333333334,1.3740458015267176,0.6590909090909091,,
Jeremy Sochan / Miles McBride,2,3,112.0,24.428571428571427,8.357142857142858,0.5769230769230769,7.714285714285714,5.0,17.333333333333332,0.6428571428571429,0.7682926829268293,,
P.J. Tucker / Precious Achiuwa,2,2,129.0,12.55813953488372,2.7906976744186047,0.4,7.534883720930233,1.6666666666666667,-6.0,0.8372093023255814,0.5526315789473685,,
Miles McBride / P.J. Tucker,2,2,125.0,10.944,7.2,0.32,4.032,4.666666666666667,-14.5,0.864,0.46153846153846156,,
Landry Shamet / P.J. Tucker,2,2,111.0,15.243243243243244,7.135135135135135,0.5454545454545454,3.2432432432432434,2.0,-5.0,0.32432432432432434,0.75,,
Cameron Payne / P.J. Tucker,2,2,105.0,12.685714285714285,5.142857142857143,0.4666666666666667,4.114285714285714,2.25,-0.5,1.3714285714285714,0.5535714285714286,,
Delon Wright / P.J. Tucker,2,2,90.0,5.6,4.0,0.3,4.0,5.0,-12.0,0.4,0.4642857142857143,,
Matt Ryan / OG Anunoby,2,2,90.0,15.6,5.6,0.2857142857142857,4.4,1.0,19.0,1.6,0.5142857142857142,,
Matt Ryan / Mikal Bridges,2,2,89.0,21.43820224719101,8.49438202247191,0.42857142857142855,3.640449438202247,1.0,16.5,1.6179775280898876,0.6463414634146342,,
Mohamed Diawara / Trey Jemison III,2,2,89.0,7.685393258426966,2.831460674157303,0.0,5.662921348314606,1.1111111111111112,-13.5,3.640449438202247,0.42105263157894735,,
Jose Alvarado / Kevin McCullar Jr.,2,2,88.0,24.545454545454547,11.863636363636363,0.4827586206896552,4.5,4.0,11.5,1.2272727272727273,0.6590909090909091,,
Josh Hart / Matt Ryan,2,2,86.0,14.232558139534884,5.441860465116279,0.38461538461538464,7.953488372093023,2.1666666666666665,13.5,2.511627906976744,0.6346153846153846,,
Josh Hart / Kevin McCullar Jr.,2,2,84.0,7.285714285714286,3.0,0.2857142857142857,6.857142857142857,2.6,9.5,2.142857142857143,0.34782608695652173,,
Karl-Anthony Towns / Matt Ryan,2,2,81.0,19.11111111111111,8.0,0.2777777777777778,14.666666666666666,1.3333333333333333,8.0,2.6666666666666665,0.44594594594594594,,
Ariel Hukporti / Jericho Sims,2,2,80.0,8.1,0.0,,12.15,1.1666666666666667,6.0,2.7,0.6666666666666666,,
Jalen Brunson / Matt Ryan,2,2,79.0,19.139240506329113,8.20253164556962,0.2777777777777778,2.7341772151898733,1.2727272727272727,12.0,5.012658227848101,0.4142857142857143,,
Miles McBride / Trey Jemison III,2,2,76.0,18.94736842105263,6.157894736842105,0.6153846153846154,4.2631578947368425,0.8,2.0,2.3684210526315788,0.72,,
Karl-Anthony Towns / Trey Jemison III,2,2,74.0,18.486486486486488,3.891891891891892,0.25,14.594594594594595,1.2,14.5,2.4324324324324325,0.43333333333333335,,
Ariel Hukporti / Dillon Jones,2,2,73.0,10.849315068493151,1.9726027397260273,0.25,10.849315068493151,0.6,-2.0,2.4657534246575343,0.5833333333333334,,
Matt Ryan / Miles McBride,2,2,66.0,19.636363636363637,10.363636363636363,0.42105263157894735,3.272727272727273,1.0,9.0,2.727272727272727,0.6,,
Dillon Jones / Jordan Clarkson,2,2,58.0,9.931034482758621,3.103448275862069,0.2,4.344827586206897,3.0,-5.0,0.6206896551724138,0.4411764705882353,,
Landry Shamet / Trey Jemison III,2,2,52.0,15.923076923076923,6.230769230769231,0.6666666666666666,4.153846153846154,1.5,7.5,1.3846153846153846,0.7142857142857143,,
Jericho Sims / Matt Ryan,2,2,51.0,9.882352941176471,4.9411764705882355,0.2857142857142857,12.0,0.5,2.5,2.823529411764706,0.5833333333333334,,
Dillon Jones / Trey Jemison III,2,2,48.0,4.5,1.5,0.0,6.0,1.0,-13.5,3.0,0.3333333333333333,,
Cameron Payne / Matt Ryan,2,2,43.0,15.906976744186046,10.883720930232558,0.38461538461538464,5.8604651162790695,2.0,-3.5,3.3488372093023258,0.4523809523809524,,
Mikal Bridges / P.J. Tucker,2,1,60.0,12.0,2.4,0.5,4.8,2.3333333333333335,-17.0,1.8,0.75,,
Cameron Payne / Kevin McCullar Jr.,2,1,56.0,16.071428571428573,5.142857142857143,0.375,6.428571428571429,4.5,32.0,1.2857142857142858,0.5,,
Jalen Brunson / P.J. Tucker,2,1,56.0,11.571428571428571,7.071428571428571,0.36363636363636365,5.142857142857143,1.6666666666666667,-17.0,1.9285714285714286,0.47058823529411764,,
Karl-Anthony Towns / P.J. Tucker,2,1,56.0,18.0,1.9285714285714286,0.3333333333333333,10.285714285714286,0.7142857142857143,-11.0,4.5,0.5476190476190477,,
Kevin McCullar Jr. / Precious Achiuwa,2,1,55.0,14.4,0.6545454545454545,0.0,11.127272727272727,2.0,34.0,1.309090909090909,0.4090909090909091,,
Jose Alvarado / Trey Jemison III,2,1,52.0,13.846153846153847,6.230769230769231,0.4444444444444444,4.846153846153846,2.25,-34.0,2.769230769230769,0.5263157894736842,,
Kevin McCullar Jr. / P.J. Tucker,2,1,51.0,7.0588235294117645,3.5294117647058822,0.4,7.0588235294117645,2.0,-3.0,0.7058823529411765,0.4444444444444444,,
Jericho Sims / Landry Shamet,2,1,50.0,2.88,2.16,0.0,7.92,1.0,-3.0,2.16,0.2857142857142857,,
Dillon Jones / Jose Alvarado,2,1,46.0,14.08695652173913,7.826086956521739,0.4,4.695652173913044,7.0,-19.0,0.782608695652174,0.47368421052631576,,
Dillon Jones / Mohamed Diawara,2,1,46.0,5.478260869565218,4.695652173913044,0.0,3.9130434782608696,3.0,-7.0,1.565217391304348,0.25,,
Jeremy Sochan / Kevin McCullar Jr.,2,1,45.0,20.8,9.6,0.3333333333333333,6.4,6.0,-13.0,0.0,0.6,,
Delon Wright / Kevin McCullar Jr.,2,1,43.0,7.534883720930233,3.3488372093023258,0.0,8.372093023255815,5.0,13.0,0.0,0.3,,
Kevin McCullar Jr. / Trey Jemison III,2,1,43.0,15.069767441860465,5.023255813953488,0.3333333333333333,3.3488372093023258,1.0,-18.0,2.511627906976744,0.6428571428571429,,
Dillon Jones / Jalen Brunson,2,1,40.0,18.9,6.3,0.14285714285714285,3.6,5.0,26.0,0.0,0.4411764705882353,,
Jeremy Sochan / Trey Jemison III,2,1,38.0,15.157894736842104,5.684210526315789,0.3333333333333333,7.578947368421052,2.3333333333333335,-25.0,2.8421052631578947,0.5833333333333334,,
Dillon Jones / Kevin McCullar Jr.,2,1,37.0,15.567567567567568,6.8108108108108105,0.2857142857142857,2.918918918918919,1.0,-3.0,0.0,0.5714285714285714,,
Dillon Jones / Miles McBride,2,1,36.0,23.0,8.0,0.5,4.0,1.0,-1.0,0.0,0.6111111111111112,,
Dillon Jones / OG Anunoby,2,1,36.0,19.0,7.0,0.42857142857142855,7.0,3.0,7.0,1.0,0.625,,
Dillon Jones / Karl-Anthony Towns,2,1,35.0,19.542857142857144,5.142857142857143,0.2,18.514285714285716,4.0,24.0,1.0285714285714285,0.4411764705882353,,
Dillon Jones / Mikal Bridges,2,1,35.0,23.65714285714286,5.142857142857143,0.6,7.2,6.0,17.0,1.0285714285714285,0.8636363636363636,,
Dillon Jones / Jeremy Sochan,2,1,32.0,15.75,7.875,0.2857142857142857,7.875,5.0,-10.0,0.0,0.5,,
Dillon Jones / Josh Hart,2,1,31.0,4.645161290322581,4.645161290322581,0.25,11.612903225806452,8.0,28.0,0.0,0.375,,
Josh Hart / Trey Jemison III,2,1,31.0,4.645161290322581,3.4838709677419355,0.3333333333333333,10.451612903225806,8.0,28.0,1.1612903225806452,0.3,,
Dillon Jones / Landry Shamet,2,1,30.0,16.8,8.4,0.5714285714285714,3.6,2.0,17.0,0.0,0.7777777777777778,,
Ariel Hukporti / Delon Wright,2,1,28.0,10.285714285714286,1.2857142857142858,0.0,3.857142857142857,2.5,-16.0,2.5714285714285716,0.75,,
Ariel Hukporti / Matt Ryan,2,1,18.0,22.0,10.0,0.4,8.0,0.3333333333333333,-12.0,6.0,0.625,,
